,Unnamed: 0,ID,Plant name,Fuel type,Unit type,Country/Area,Latitude,Longitude,Onshore/Offshore,Wiki URL,Start_production,End_production,Plant_extension,Machinery_type,flaring_in_active_period,flare_years_count_active,flare_points_within_radius_active,nearest_flare_km,flare_points_within_radius_anyyear
14,14,57,Jubarte,oil and gas,field,Brazil,-21.321,-40.023,Offshore,"https://www.gem.wiki/Jubarte_Oil_and_Gas_Field_(Espírito_Santo,_Brazil)",2016-01,2026-02,100.0,Offshore FPSO-based production,True,5.0,5.0,1.1645839547328585,5.0
17,17,63,Marlim,oil and gas,field,Brazil,-22.424,-40.071,Offshore,"https://www.gem.wiki/Marlim_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",2016-01,2026-02,130.0,Offshore FPSO-based production,True,11.0,11.0,1.3261137523505615,11.0
25,25,79,Pilar,oil and gas,field,Brazil,-9.607,-35.894,Onshore,"https://www.gem.wiki/Pilar_Oil_and_Gas_Field_(Alagoas,_Brazil)",2016-01,2026-02,10.0,,True,11.0,11.0,1.1671217931622324,11.0
26,26,83,Rio Urucu,oil and gas,field,Brazil,-4.864,-65.287,Onshore,"https://www.gem.wiki/Rio_Urucu_Oil_and_Gas_Field_(Amazonas,_Brazil)",2016-01,2026-02,,Onshore conventional vertical drilling,True,13.0,13.0,0.8393543682498268,13.0
28,28,96,Tubarão Martelo,oil and gas,field,Brazil,-23.121,-41.085,Offshore,"https://www.gem.wiki/Tubarão_Martelo_Oil_and_Gas_Field_(Rio_de_Janeiro,_Brazil)",2016-01,2026-02,100.0,Offshore FPSO-based production,True,12.0,16.0,0.8929423518075938,18.0
33,33,173,Tamar,oil and gas,field,Israel,32.9862,34.003,Offshore,https://www.gem.wiki/Tamar_Oil_and_Gas_Field_(Israel),2016-01,2026-02,,,True,1.0,2.0,0.1722923110693353,2.0
34,34,191,Gela,oil and gas,complex,Italy,37.032,14.26955,Offshore,https://www.gem.wiki/Gela_Oil_and_Gas_Complex_(Italy),2016-01,2026-02,2.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,1.0,1.0,1.929578302503838,1.0
35,35,227,F02a-Hanze,oil and gas,field,Netherlands,54.939,4.563,Offshore,https://www.gem.wiki/F02a-Hanze_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Offshore fixed platform production,True,5.0,5.0,0.8164671191431562,5.0
36,36,228,F03-FB,oil and gas,field,Netherlands,54.856,4.684,Offshore,https://www.gem.wiki/F03-FB_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Offshore fixed platform production,True,13.0,14.0,0.6679983886354774,14.0
37,37,267,Kollum-Noord,oil and gas,field,Netherlands,53.31,6.17,Onshore,https://www.gem.wiki/Kollum-Noord_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Onshore directional drilling,True,5.0,5.0,0.2083668270543161,5.0
38,38,307,L11b-A,oil and gas,field,Netherlands,53.471,4.491,Offshore,https://www.gem.wiki/L11b-A_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Offshore fixed platform production,True,4.0,4.0,0.1898074801544663,4.0
39,39,315,L13-FI,oil and gas,field,Netherlands,53.244,4.101,Offshore,https://www.gem.wiki/L13-FI_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Offshore fixed platform production,True,1.0,1.0,1.2814539474250473,1.0
40,40,341,P10a-De Ruyter Western Extension,oil and gas,field,Netherlands,52.368,3.318,Offshore,https://www.gem.wiki/P10a-De_Ruyter_Western_Extension_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Offshore fixed platform production,True,10.0,10.0,1.7747142625169778,11.0
41,41,344,P11b-De Ruyter,oil and gas,field,Netherlands,52.369,3.347,Offshore,https://www.gem.wiki/P11b-De_Ruyter_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,,Offshore fixed platform production,True,11.0,11.0,1.1495073900171175,11.0
43,43,354,Q10-A,oil and gas,field,Netherlands,52.487,4.237,Offshore,https://www.gem.wiki/Q10-A_Oil_and_Gas_Field_(Netherlands),2016-01,2026-02,100.0,Offshore fixed platform production,True,5.0,5.0,2.1012982857671507,5.0
44,44,381,Martin Linge,oil and gas,field,Norway,60.5065,2.042,Offshore,https://www.gem.wiki/Martin_Linge_Oil_and_Gas_Field_(Norway),2021-01,2031-01,,Offshore fixed platform production,True,3.0,3.0,1.5395042481317287,8.0
45,45,386,Yme,oil and gas,field,Norway,57.8295,4.527,Offshore,https://www.gem.wiki/Yme_Oil_and_Gas_Field_(Norway),2016-01,2026-02,100.0,Offshore mobile rig production (jack-up / semi-submersible),True,4.0,5.0,1.2709627130510872,5.0
46,46,390,B 8,oil and gas,field,Poland,55.38964,18.69227,Offshore,https://www.gem.wiki/B_8_Oil_and_Gas_Field_(Poland),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,13.0,2.1655159157804045,13.0
48,48,405,Dzieduszyce,oil and gas,field,Poland,52.71896,14.965468,Unknown,https://www.gem.wiki/Dzieduszyce_Oil_and_Gas_Field_(Poland),2016-01,2026-02,10.5,Onshore conventional vertical drilling,True,5.0,5.0,1.852599953082749,5.0
49,49,417,Górzyca,oil and gas,field,Poland,52.53902,14.643141,Unknown,https://www.gem.wiki/Górzyca_Oil_and_Gas_Field_(Poland),2016-01,2026-02,10.0,Onshore conventional vertical drilling,True,13.0,20.0,0.5230434455354069,20.0
50,50,457,Potok,oil and gas,field,Poland,49.72633,21.690155,Unknown,https://www.gem.wiki/Potok_Oil_and_Gas_Field_(Poland),2016-01,2026-02,10.0,Onshore conventional vertical drilling,True,7.0,7.0,2.5111804634538446,7.0
51,51,465,Retno,oil and gas,field,Poland,52.05096,15.021951,Unknown,https://www.gem.wiki/Retno_Oil_and_Gas_Field_(Poland),2016-01,2026-02,10.5,Onshore conventional vertical drilling,True,1.0,1.0,0.2268667585377667,1.0
52,52,523,Lebăda Est,oil and gas,field,Romania,44.527369,29.548391,Offshore,https://www.gem.wiki/Lebăda_Est_Oil_and_Gas_Field_(Romania),2016-01,2026-02,20.0,Offshore fixed platform production,True,13.0,18.0,0.0586722564899418,18.0
53,53,569,Alba,oil and gas,field,United Kingdom,58.03552952,1.108463915,Offshore,https://www.gem.wiki/Alba_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,14.0,1.961182702949163,14.0
54,54,574,Alwyn North,oil and gas,field,United Kingdom,60.80928112,1.74197377,Offshore,https://www.gem.wiki/Alwyn_North_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore fixed platform production,True,13.0,13.0,0.4696457705134091,13.0
55,55,576,Andrew,oil and gas,field,United Kingdom,58.04099001,1.409258027,Offshore,https://www.gem.wiki/Andrew_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,13.0,0.6544265457058436,13.0
56,56,580,Auk,oil and gas,field,United Kingdom,56.39901907,2.087623788,Offshore,https://www.gem.wiki/Auk_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore fixed platform production,True,13.0,14.0,1.2000218545173966,14.0
57,57,582,Babbage,oil and gas,field,United Kingdom,53.94599972,1.248614858,Offshore,https://www.gem.wiki/Babbage_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore fixed platform production,True,5.0,5.0,2.5962423191778243,5.0
58,58,592,Beryl,oil and gas,field,United Kingdom,59.56673606,1.523375818,Offshore,https://www.gem.wiki/Beryl_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,14.0,2.3181746981331286,14.0
59,59,600,Breagh,oil and gas,field,United Kingdom,54.59702009,0.471901328,Offshore,https://www.gem.wiki/Breagh_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,,True,5.0,5.0,2.5453015069541105,6.0
65,65,628,Clair Ridge,oil and gas,field,United Kingdom,60.6757,-2.5593,Offshore,https://www.gem.wiki/Clair_Ridge_Oil_and_Gas_Field_(United_Kingdom),2018-11,2026-02,,Offshore fixed platform production,True,7.0,7.0,1.9451712242126435,13.0
68,68,634,Columba B/D,oil and gas,field,United Kingdom,60.82932455,1.438992876,Offshore,https://www.gem.wiki/Columba_B/D_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore subsea tie-back systems,True,13.0,14.0,2.531815456525046,14.0
69,69,635,Conrie,oil and gas,field,United Kingdom,61.4905,1.4988,Offshore,https://www.gem.wiki/Conrie_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore subsea tie-back systems,True,10.0,10.0,1.9834810991439689,10.0
72,72,652,Douglas West,oil and gas,field,United Kingdom,53.52681102,-3.588297698,Offshore,https://www.gem.wiki/Douglas_West_Oil_and_Gas_Field_(United_Kingdom),2016-01,2016-01,,Offshore subsea tie-back systems,True,5.0,5.0,1.3380941568790077,13.0
77,77,673,Foinaven,oil and gas,field,United Kingdom,60.31135934,-4.298247174,Offshore,https://www.gem.wiki/Foinaven_Oil_and_Gas_Field_(United_Kingdom),2016-01,2021-03,100.0,Offshore FPSO-based production,True,8.0,8.0,1.393157164341886,8.0
79,79,679,Gannet A,oil and gas,field,United Kingdom,57.18255043,1.00233742,Offshore,https://www.gem.wiki/Gannet_A_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore fixed platform production,True,13.0,13.0,0.3630641395408102,13.0
85,85,713,Huntington,oil and gas,field,United Kingdom,57.607,1.6364,Offshore,https://www.gem.wiki/Huntington_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,,Offshore FPSO-based production,True,9.0,9.0,0.9896931031865014,10.0
90,90,752,Maclure,oil and gas,field,United Kingdom,59.36139323,1.620982878,Offshore,https://www.gem.wiki/Maclure_Oil_and_Gas_Field_(United_Kingdom),2016-01,2016-01,20.0,Offshore subsea tie-back systems,True,5.0,5.0,2.615942630577854,13.0
95,95,791,Pierce,oil and gas,field,United Kingdom,57.16033816,2.267980992,Offshore,https://www.gem.wiki/Pierce_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,100.0,Offshore FPSO-based production,True,12.0,13.0,1.27397793015759,13.0
97,97,803,Schiehallion,oil and gas,field,United Kingdom,60.34379524,-4.066336326,Offshore,https://www.gem.wiki/Schiehallion_Oil_and_Gas_Field_(United_Kingdom),2016-01,2026-02,43.0,Offshore FPSO-based production,True,12.0,13.0,1.2308950967397467,13.0
116,116,858,Ku,oil and gas,field,Mexico,19.5078002,-92.19671584,Offshore,"https://www.gem.wiki/Ku_Oil_and_Gas_Field_(Federal_Offshore,_Mexico)",2016-01,2026-02,,Offshore fixed platform production,True,13.0,18.0,1.837555803443758,18.0
118,118,861,Ixachi,oil and gas,field,Mexico,18.5098,-96.1021,Onshore,https://www.gem.wiki/Ixachi_Oil_and_Gas_Field_(Mexico),2019-06,2026-02,100.0,Onshore directional drilling,True,5.0,9.0,0.3642011464095823,9.0
119,119,863,Jujo-Tecominoacán,oil and gas,field,Mexico,17.8784,-93.5168,Onshore,"https://www.gem.wiki/Jujo-Tecominoacán_Oil_and_Gas_Field_(Tabasco,_Mexico)",2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,13.0,2.167208078813795,13.0
155,155,941,Caan,oil and gas,field,Mexico,19.23917197,-92.0602703,Offshore,"https://www.gem.wiki/Caan_Oil_and_Gas_Field_(Federal_Offshore,_Mexico)",2016-01,2026-02,100.0,Offshore fixed platform production,True,5.0,5.0,0.5141755162448858,5.0
163,163,956,Teekit Profundo,oil and gas,field,Mexico,18.6167,-93.0761,Offshore,https://www.gem.wiki/Teekit_Profundo_Oil_and_Gas_Field_(Mexico),2018-01,2026-02,,Offshore subsea tie-back systems,True,4.0,4.0,0.4554005752596912,4.0
165,165,958,Zaap,oil and gas,field,Mexico,19.5531,-92.2365,Offshore,"https://www.gem.wiki/Zaap_Oil_and_Gas_Field_(Federal_Offshore,_Mexico)",2016-01,2026-02,,Offshore fixed platform production,True,13.0,20.0,0.5866393574908553,20.0
171,171,971,Cárdenas,oil and gas,field,Mexico,18.0141,-93.4527,Onshore,"https://www.gem.wiki/Cárdenas_Oil_and_Gas_Field_(Tabasco,_Mexico)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,13.0,13.0,0.7697027041571013,13.0
198,198,1060,Aguas Blancas (Parex),oil and gas,field,Colombia,6.816,-73.786,Onshore,"https://www.gem.wiki/Aguas_Blancas_(Parex)_Oil_and_Gas_Field_(Santander,_Colombia)",2016-01,2026-02,,Onshore conventional vertical drilling,True,4.0,4.0,2.419561129432267,4.0
204,204,1070,Apiay,oil and gas,field,Colombia,4.052,-73.438,Onshore,"https://www.gem.wiki/Apiay_Oil_and_Gas_Field_(Meta,_Colombia)",2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,12.0,12.0,1.2955268734677348,12.0
224,224,1160,Curito (Frontera - San Luis De Palenque),oil,field,Colombia,5.112,-71.845,Onshore,"https://www.gem.wiki/Curito_(Frontera_-_San_Luis_De_Palenque)_Oil_Field_(Casanare,_Colombia)",2016-01,2026-02,10.5,Onshore conventional vertical drilling,True,5.0,5.0,0.458832591087783,5.0
234,234,1191,Guatiquia,oil and gas,field,Colombia,4.052,-73.438,Onshore,"https://www.gem.wiki/Guatiquia_Oil_and_Gas_Field_(Meta,_Colombia)",2016-01,2026-02,100.0,,True,12.0,12.0,1.2955268734677348,12.0
237,237,1202,Kananaskis,oil and gas,field,Colombia,4.514,-72.611,Onshore,"https://www.gem.wiki/Kananaskis_Oil_and_Gas_Field_(Casanare,_Colombia)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,5.0,5.0,2.023892956872759,5.0
249,249,1234,Ocelote,oil and gas,field,Colombia,4.279,-71.604,Onshore,"https://www.gem.wiki/Ocelote_Oil_and_Gas_Field_(Meta,_Colombia)",2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,12.0,12.0,1.7109912232888027,12.0
257,257,1279,Rio Zulia,oil and gas,field,Colombia,8.204,-72.453,Onshore,"https://www.gem.wiki/Rio_Zulia_Oil_and_Gas_Field_(Norte_de_Santander,_Colombia)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,1.0,1.0,1.748803911842039,1.0
259,259,1286,San Roque,oil and gas,field,Colombia,8.015,-73.595,Onshore,"https://www.gem.wiki/San_Roque_Oil_and_Gas_Field_(Cesar,_Colombia)",2016-01,2026-02,,Onshore conventional vertical drilling,True,8.0,8.0,2.051065931122922,8.0
262,262,1291,Tanane,oil and gas,field,Colombia,4.052,-73.438,Onshore,"https://www.gem.wiki/Tanane_Oil_and_Gas_Field_(Meta,_Colombia)",2016-01,2026-02,10.0,Onshore conventional vertical drilling,True,8.0,8.0,1.2955268734677348,12.0
263,263,1292,Tello,oil and gas,field,Colombia,2.974,-75.229,Onshore,"https://www.gem.wiki/Tello_Oil_and_Gas_Field_(Huila,_Colombia)",2016-01,2026-02,100.0,Onshore pump-assisted production (pumpjack / ESP / PCP),True,13.0,13.0,2.7239409311400355,13.0
265,265,1299,Tisquirama,oil and gas,field,Colombia,8.015,-73.595,Onshore,"https://www.gem.wiki/Tisquirama_Oil_and_Gas_Field_(Cesar,_Colombia)",2016-01,2026-02,,Onshore conventional vertical drilling,True,8.0,8.0,2.051065931122922,8.0
267,267,1311,Yaguara,oil and gas,field,Colombia,2.617,-75.527,Onshore,"https://www.gem.wiki/Yaguara_Oil_and_Gas_Field_(Huila,_Colombia)",2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,13.0,1.105420254058027,13.0
283,283,1346,Sleipner Øst,oil and gas,field,Norway,58.38589762,1.927266873,Offshore,https://www.gem.wiki/Sleipner_Øst_Oil_and_Gas_Field_(Norway),2016-01,2026-02,,Offshore fixed platform production,True,13.0,14.0,2.1904681898948075,14.0
284,284,1348,Oseberg Øst,oil and gas,field,Norway,60.68438294,2.959632788,Offshore,https://www.gem.wiki/Oseberg_Øst_Oil_and_Gas_Field_(Norway),2016-01,2026-02,,Offshore fixed platform production,True,1.0,2.0,1.5534266063766182,2.0
306,306,1423,Cuyabeno,oil and gas,field,Ecuador,0.014495146,-76.2793,Onshore,https://www.gem.wiki/Cuyabeno_Oil_and_Gas_Field_(Ecuador),2016-01,2026-02,2000.0,Onshore conventional vertical drilling,True,13.0,13.0,0.9058511295558224,13.0
311,311,1433,Limoncocha,oil and gas,field,Ecuador,-0.351782732,-76.68969014,Onshore,https://www.gem.wiki/Limoncocha_Oil_and_Gas_Field_(Ecuador),2016-01,2026-02,10.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,6.0,6.0,1.7496846411904712,6.0
314,314,1436,Pacayacu,oil and gas,field,Ecuador,0.087416667,-76.55708333,Onshore,https://www.gem.wiki/Pacayacu_Oil_and_Gas_Field_(Ecuador),2016-01,2026-02,,Onshore conventional vertical drilling,True,1.0,1.0,2.980992282915292,1.0
323,323,1452,Secoya,oil and gas,field,Ecuador,0.034019644,-76.5986271,Onshore,https://www.gem.wiki/Secoya_Oil_and_Gas_Field_(Ecuador),2016-01,2026-02,100.0,Onshore pump-assisted production (pumpjack / ESP / PCP),True,13.0,13.0,2.3821162411001024,13.0
325,325,1458,Victor Hugo Ruales,oil and gas,field,Ecuador,0.28216704,-76.29418802,Onshore,https://www.gem.wiki/Victor_Hugo_Ruales_Oil_and_Gas_Field_(Ecuador),2016-01,2026-02,10.5,Onshore conventional vertical drilling,True,13.0,13.0,2.0018761673879486,13.0
335,335,1498,Tigana/Jacana,oil,complex,Colombia,4.41,-72.652,Onshore,"https://www.gem.wiki/Tigana/Jacana_Oil_Complex_(Casanare,_Colombia)",2016-01,2026-02,15.0,Onshore hydraulic fracturing (primary technology),True,8.0,8.0,0.0496941283523006,12.0
337,337,1502,Libertador,oil,field,Ecuador,0.031622016,-76.58340651,Onshore,https://www.gem.wiki/Libertador_Oil_Field_(Ecuador),2016-01,2026-02,1000.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,23.0,2.169940705970517,23.0
341,341,1510,Harald,oil and gas,field,Denmark,56.3348,4.2524,Offshore,https://www.gem.wiki/Harald_Oil_and_Gas_Field_(Denmark),2016-01,2026-02,,Offshore fixed platform production,True,6.0,6.0,1.6571460294928833,6.0
348,348,1585,Ravva,oil and gas,block,India,16.487933,82.089667,Offshore,https://www.gem.wiki/Ravva_Oil_and_Gas_Block_(India),2016-01,2026-02,285.0,Offshore fixed platform production,True,1.0,1.0,0.5186612613106756,1.0
355,355,1619,Yumuri-Seboruco,oil,complex,Cuba,23.169,-81.598,Offshore,"https://www.gem.wiki/Yumuri-Seboruco_Oil_Complex_(Matanzas,_Cuba)",2016-01,2026-02,,Onshore conventional vertical drilling,True,7.0,7.0,1.91144116688639,7.0
359,359,1689,Chimire,oil,field,Venezuela,9.031235235,-64.29964637,Onshore,https://www.gem.wiki/Chimire_Oil_Field_(Venezuela),2016-01,2026-02,150.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,7.0,9.0,1.165004951858523,9.0
365,365,1724,Ansell,oil and gas,field,Canada,53.438,-116.798,Onshore,"https://www.gem.wiki/Ansell_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,150.0,Onshore hydraulic fracturing (primary technology),True,5.0,5.0,1.8807229862450627,5.0
373,373,1768,Caroline,oil and gas,field,Canada,51.966,-114.783,Onshore,"https://www.gem.wiki/Caroline_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,100.0,Onshore hydraulic fracturing (primary technology),True,9.0,9.0,1.8138998012007828,9.0
377,377,1783,Chickadee,oil and gas,field,Canada,54.304,-116.364,Onshore,"https://www.gem.wiki/Chickadee_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,9.0,9.0,2.664642365633875,9.0
398,398,1925,Leland,oil and gas,field,Canada,54.094,-117.81,Onshore,"https://www.gem.wiki/Leland_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,5.0,10.0,0.7327153615820544,10.0
399,399,1934,Lochend,oil and gas,field,Canada,51.36,-114.411,Onshore,"https://www.gem.wiki/Lochend_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,100.0,Onshore horizontal drilling (shale / tight oil),True,5.0,5.0,1.664390397178604,5.0
401,401,1951,Marten Hills,oil and gas,field,Canada,55.519,-113.913,Onshore,"https://www.gem.wiki/Marten_Hills_Oil_and_Gas_Field_(Alberta,_Canada)",2018-01,2026-02,1500.0,Onshore hydraulic fracturing (primary technology),True,5.0,6.0,0.5254706906540977,6.0
407,407,1995,Pembina,oil and gas,field,Canada,53.062,-114.891,Onshore,"https://www.gem.wiki/Pembina_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,2500.0,Onshore conventional vertical drilling,True,8.0,9.0,1.2475661019853757,9.0
409,409,2001,Placid,oil and gas,field,Canada,54.194,-117.468,Onshore,"https://www.gem.wiki/Placid_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,7.0,7.0,1.7236286374816958,7.0
410,410,2005,Pouce Coupe South,oil and gas,field,Canada,55.684,-119.748,Onshore,"https://www.gem.wiki/Pouce_Coupe_South_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,200.0,Onshore horizontal drilling (shale / tight oil),True,12.0,18.0,1.19688331571267,18.0
421,421,2082,Tony Creek North,oil and gas,field,Canada,54.535,-117.091,Onshore,"https://www.gem.wiki/Tony_Creek_North_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,9.0,15.0,1.4582330692584728,15.0
422,422,2089,Valhalla,oil and gas,field,Canada,55.594,-119.204,Onshore,"https://www.gem.wiki/Valhalla_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,256.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,5.0,5.0,1.6271342703840967,5.0
424,424,2099,Waskahigan,oil and gas,field,Canada,54.451,-117.423,Onshore,"https://www.gem.wiki/Waskahigan_Oil_and_Gas_Field_(Alberta,_Canada)",2016-01,2026-02,1000.0,Onshore hydraulic fracturing (primary technology),True,5.0,5.0,1.147937751929924,5.0
433,433,2156,Athabasca Area - Scheme 10935AA Oil Sands,oil,project,Canada,55.797,-111.473,Onshore,"https://www.gem.wiki/Athabasca_Area_-_Scheme_10935AA_Oil_Sands_Project_(Alberta,_Canada)",2016-01,2026-02,103.68,Onshore thermal recovery – SAGD,True,5.0,5.0,2.5590259511776434,5.0
440,440,2183,Athabasca Area - Scheme 8788P Oil Sands,oil,project,Canada,56.323,-111.659,Onshore,"https://www.gem.wiki/Athabasca_Area_-_Scheme_8788P_Oil_Sands_Project_(Alberta,_Canada)",2016-01,2026-02,10.24,Onshore thermal recovery – SAGD,True,5.0,5.0,1.6961081729997065,5.0
449,449,2253,Goodwyn S/Pueblo,oil and gas,field,Australia,-19.76587945,115.8635361,Offshore,"https://www.gem.wiki/Goodwyn_S/Pueblo_Oil_and_Gas_Field_(Western_Australia,_Australia)",2016-01,2026-02,100.0,Offshore fixed platform production,True,5.0,5.0,2.7015631376893734,5.0
454,454,2411,Turrum,oil and gas,field,Australia,-38.23272225,148.1947858,Unknown,"https://www.gem.wiki/Turrum_Oil_and_Gas_Field_(Victoria,_Australia)",2016-01,2026-02,,Offshore subsea tie-back systems,True,7.0,7.0,2.304763674390673,8.0
458,458,2485,Kairi,oil and gas,field,Trinidad and Tobago,10.706,-60.591,Offshore,https://www.gem.wiki/Kairi_Oil_and_Gas_Field_(Trinidad_and_Tobago),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,13.0,1.374292701706826,13.0
461,461,2515,Oweh,oil,field,Nigeria,5.491,6.122,Onshore,https://www.gem.wiki/Oweh_Oil_Field_(Nigeria),2016-01,2026-02,,Onshore conventional vertical drilling,True,13.0,13.0,1.511034676222574,13.0
462,462,2516,Afiesere/Eriemu,oil,field,Nigeria,5.54525,6.0273,Onshore,https://www.gem.wiki/Afiesere/Eriemu_Oil_Field_(Nigeria),2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,13.0,13.0,1.559720097887908,13.0
