,Unnamed: 0,ID,Plant name,Fuel type,Unit type,Country/Area,Latitude,Longitude,Onshore/Offshore,Wiki URL,Start_production,End_production,Plant_extension,Machinery_type,flaring_in_active_period,flare_years_count_active,flare_points_within_radius_active,nearest_flare_km,flare_points_within_radius_anyyear
464,464,2520,Agbara,oil and gas,field,Nigeria,3.928,6.386,Offshore,https://www.gem.wiki/Agbara_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,Offshore fixed platform production,True,13.0,13.0,1.8238075915652685,13.0
467,467,2553,Clough Creek,oil and gas,field,Nigeria,4.863336,5.684402,Onshore,https://www.gem.wiki/Clough_Creek_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,150.0,Onshore conventional vertical drilling,True,11.0,11.0,1.3860528414316098,11.0
472,472,2580,Erha/Erha North,oil and gas,field,Nigeria,5.372,4.343,Offshore,https://www.gem.wiki/Erha/Erha_North_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,120.0,Offshore FPSO-based production,True,13.0,13.0,1.3339432535878673,13.0
475,475,2586,Forcados Yokri,oil and gas,field,Nigeria,5.378604,5.326512,Offshore,https://www.gem.wiki/Forcados_Yokri_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,,True,13.0,24.0,1.9154038923260817,24.0
483,483,2618,Kwale,oil and gas,field,Nigeria,5.66,6.508,Onshore,https://www.gem.wiki/Kwale_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,,True,13.0,16.0,0.9375969941210256,16.0
489,489,2659,Okan,oil and gas,field,Nigeria,5.5813,5.0381,Offshore,https://www.gem.wiki/Okan_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,100.0,Offshore fixed platform production,True,12.0,12.0,2.3729571266332967,12.0
490,490,2663,Okpai,oil and gas,field,Nigeria,5.702,6.515,Onshore,https://www.gem.wiki/Okpai_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,Onshore conventional vertical drilling,True,3.0,3.0,2.1982890579799945,3.0
492,492,2675,Oredo,oil and gas,field,Nigeria,6.075,5.585,Onshore,https://www.gem.wiki/Oredo_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,187.0,Onshore conventional vertical drilling,True,13.0,14.0,1.2947262145026668,14.0
495,495,2684,Parabe/Eko,oil and gas,field,Nigeria,5.892,4.841,Offshore,https://www.gem.wiki/Parabe/Eko_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,Offshore fixed platform production,True,5.0,5.0,1.3768058090840705,5.0
496,496,2689,Rumuekpe,oil and gas,field,Nigeria,4.983,6.669,Onshore,https://www.gem.wiki/Rumuekpe_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,Onshore conventional vertical drilling,True,6.0,6.0,1.666182069140418,6.0
499,499,2706,Ughelli East,oil and gas,field,Nigeria,5.5197,5.933,Onshore,https://www.gem.wiki/Ughelli_East_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,13.0,0.5880444317121055,13.0
503,503,2717,Utorogu/Ugheli,oil and gas,field,Nigeria,5.514518811,5.936679109,Onshore,https://www.gem.wiki/Utorogu/Ugheli_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,Onshore directional drilling,True,13.0,13.0,0.1690607587390631,13.0
506,506,2722,Obiafu/Obrikom,oil and gas,complex,Nigeria,5.417412,6.594477,Onshore,https://www.gem.wiki/Obiafu/Obrikom_Oil_and_Gas_Complex_(Nigeria),2016-01,2026-02,,Onshore conventional vertical drilling,True,6.0,6.0,0.8194521800037792,6.0
513,513,2768,Olomoro,oil and gas,field,Nigeria,5.463,6.174,Onshore,https://www.gem.wiki/Olomoro_Oil_and_Gas_Field_(Nigeria),2016-01,2026-02,,Onshore conventional vertical drilling,True,13.0,13.0,0.6734953200014806,13.0
518,518,2792,July,oil and gas,field,Egypt,28.2282,33.2409,Offshore,https://www.gem.wiki/July_Oil_and_Gas_Field_(Egypt),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,13.0,2.429378041986343,13.0
520,520,2814,Berenice,oil,field,Egypt,30.547,26.021,Onshore,https://www.gem.wiki/Berenice_Oil_Field_(Egypt),2016-01,2026-02,100.0,Offshore fixed platform production,True,1.0,1.0,2.5469071154364498,1.0
524,524,2845,Blueberry West,oil and gas,field,Canada,56.679,-121.973,Onshore,"https://www.gem.wiki/Blueberry_West_Oil_and_Gas_Field_(British_Columbia,_Canada)",2016-01,2026-02,100.0,Onshore directional drilling,True,9.0,14.0,2.1128067572042695,14.0
526,526,2855,Buick Creek West,oil and gas,field,Canada,56.87,-121.405,Onshore,"https://www.gem.wiki/Buick_Creek_West_Oil_and_Gas_Field_(British_Columbia,_Canada)",2016-01,2026-02,100.0,Onshore hydraulic fracturing (primary technology),True,1.0,1.0,2.074897572038323,1.0
532,532,2911,Nig Creek,oil and gas,field,Canada,57.05,-121.59,Onshore,"https://www.gem.wiki/Nig_Creek_Oil_and_Gas_Field_(British_Columbia,_Canada)",2016-01,2026-02,1200.0,Onshore directional drilling,True,2.0,2.0,1.7250734008564228,2.0
544,544,3007,Nahr Bin Umar,oil and gas,field,Iraq,30.58,47.531,Onshore,https://www.gem.wiki/Nahr_Bin_Umar_Oil_and_Gas_Field_(Iraq),2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,1.0,1.0,2.958597645251771,1.0
548,548,3014,Qurna West 2,oil,field,Iraq,30.655,47.305,Onshore,https://www.gem.wiki/Qurna_West_2_Oil_Field_(Iraq),2016-01,2026-02,285.0,Onshore hydraulic fracturing (primary technology),True,1.0,1.0,2.0157422628616284,1.0
552,552,3030,Zubair,oil,field,Iraq,30.4189,47.608,Onshore,https://www.gem.wiki/Zubair_Oil_Field_(Iraq),2016-01,2026-02,900.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,23.0,0.0316481871048299,23.0
565,565,3080,West Patricia,oil and gas,field,Malaysia,3.568,112.829,Offshore,https://www.gem.wiki/West_Patricia_Oil_and_Gas_Field_(Malaysia),2016-01,2026-02,,Offshore fixed platform production,True,13.0,26.0,0.0333745543704952,26.0
566,566,3085,Guntong,oil and gas,field,Malaysia,5.643,105.044,Offshore,https://www.gem.wiki/Guntong_Oil_and_Gas_Field_(Malaysia),2016-01,2026-02,100.0,Offshore fixed platform production,True,13.0,13.0,0.0326308096410294,13.0
591,591,3166,Yadavaran,oil,field,Iran-Iraq,31.05,47.9917,Onshore,https://www.gem.wiki/Yadavaran_Oil_Field_(Iran-Iraq),2016-11,2026-02,600.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,1.0,4.0,0.9135404077187584,20.0
604,604,3199,Lali,oil,field,Iran,32.288,49.0344,Onshore,https://www.gem.wiki/Lali_Oil_Field_(Iran),2016-01,2026-02,160.0,Onshore conventional vertical drilling,True,13.0,13.0,2.791889507262356,13.0
607,607,3203,Karanj,oil,field,Iran,30.9902,49.8602,Onshore,https://www.gem.wiki/Karanj_Oil_Field_(Iran),2016-01,2026-02,455.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,8.0,18.0,0.958725276127968,18.0
618,618,3263,Qusahwira (Phase 2),oil,field,United Arab Emirates,22.8022,54.7279,Onshore,https://www.gem.wiki/Qusahwira_(Phase_2)_Oil_Field_(United_Arab_Emirates),2017-01,2026-02,1600.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,8.0,8.0,2.12107543834365,13.0
619,619,3266,Satah,oil,field,United Arab Emirates,25.116,52.614,Offshore,https://www.gem.wiki/Satah_Oil_Field_(United_Arab_Emirates),2016-01,2026-02,,Offshore fixed platform production,True,13.0,13.0,1.211302250010616,13.0
620,620,3269,Shanayel,oil and gas,field,United Arab Emirates,24.098,54.425,Onshore,https://www.gem.wiki/Shanayel_Oil_and_Gas_Field_(United_Arab_Emirates),2016-01,2026-02,1200.0,Onshore conventional vertical drilling,True,3.0,3.0,1.366265034528028,3.0
621,621,3270,Umm Al Lulu,oil and gas,field,United Arab Emirates,24.483,54.056,Offshore,https://www.gem.wiki/Umm_Al_Lulu_Oil_and_Gas_Field_(United_Arab_Emirates),2016-01,2026-02,432.0,Offshore fixed platform production,True,3.0,3.0,1.4634519296055852,3.0
627,627,3297,Vostochno-Lambeishorskoye,oil,field,Russia,66.857222,56.138611,Onshore,https://www.gem.wiki/Vostochno-Lambeishorskoye_Oil_Field_(Russia),2016-01,2026-02,,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,5.0,5.0,2.007833406098711,5.0
633,633,3319,Russkinskoye,oil,field,Russia,62.05469,73.46489,Onshore,https://www.gem.wiki/Russkinskoye_Oil_Field_(Russia),2016-01,2026-02,1000.0,Onshore hydraulic fracturing (primary technology),True,6.0,6.0,2.212472293357373,6.0
634,634,3321,Bystrinskoye,oil,field,Russia,61.533889,72.748889,Onshore,https://www.gem.wiki/Bystrinskoye_Oil_Field_(Russia),2016-01,2026-02,,Onshore conventional vertical drilling,True,5.0,5.0,1.1627504911476592,5.0
640,640,3340,Raudhatain,oil,field,Kuwait,29.86804,47.71637,Onshore,https://www.gem.wiki/Raudhatain_Oil_Field_(Kuwait),2016-01,2026-02,120.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,29.0,0.1375343787135696,29.0
643,643,3344,Wafra,oil,field,Kuwait-Saudi Arabia,28.5894,47.8886,Onshore,https://www.gem.wiki/Wafra_Oil_Field_(Kuwait-Saudi_Arabia),2016-01,2026-02,5000.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,9.0,19.0,0.2947260902433642,19.0
655,655,3370,Srednebotuobinskoye,oil and gas,field,Russia,61.783351,113.14476,Onshore,https://www.gem.wiki/Srednebotuobinskoye_Oil_and_Gas_Field_(Russia),2016-01,2026-02,1000.0,Onshore hydraulic fracturing (primary technology),True,12.0,12.0,2.198954068453241,13.0
656,656,3371,Vostochno-Messoyakhskoe,oil and gas,field,Russia,68.5,79.7,Onshore,https://www.gem.wiki/Vostochno-Messoyakhskoe_Oil_and_Gas_Field_(Russia),2016-09,2026-02,480.0,Onshore hydraulic fracturing (primary technology),True,2.0,2.0,2.307464939981279,6.0
658,658,3378,Sorochinsko-Nikolskoye,oil,field,Russia,52.583611,53.231944,Onshore,https://www.gem.wiki/Sorochinsko-Nikolskoye_Oil_Field_(Russia),2016-01,2026-02,100.0,Onshore conventional vertical drilling,True,12.0,12.0,2.4791532962200096,12.0
666,666,3406,North Field Alpha,oil and gas,field,Qatar,26.57116,51.85212,Offshore,https://www.gem.wiki/North_Field_Alpha_Oil_and_Gas_Field_(Qatar),2016-01,2026-02,,Offshore fixed platform production,True,5.0,5.0,1.901973972997898,5.0
678,678,3453,Safah/Wadi Latham,oil and gas,field,Oman,23.1614,55.4485,Onshore,https://www.gem.wiki/Safah/Wadi_Latham_Oil_and_Gas_Field_(Oman),2016-01,2026-02,,Onshore conventional vertical drilling,True,13.0,16.0,0.7583544235405396,16.0
684,684,3473,Yaraktinskoye,oil,field,Russia,58.000833,106.666944,Onshore,https://www.gem.wiki/Yaraktinskoye_Oil_Field_(Russia),2016-01,2026-02,1500.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,6.0,21.0,1.909007117745119,21.0
685,685,3474,Malobalykskoye,oil,field,Russia,60.500556,72.232222,Onshore,https://www.gem.wiki/Malobalykskoye_Oil_Field_(Russia),2016-01,2026-02,1000.0,Onshore pump-assisted production (pumpjack / ESP / PCP),True,10.0,10.0,0.9268090167513529,10.0
690,690,3493,Zhanazhol,oil and gas,field,Kazakhstan,48.3175,57.4417,Onshore,https://www.gem.wiki/Zhanazhol_Oil_and_Gas_Field_(Kazakhstan),2016-01,2026-02,1000.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,17.0,1.1852177358391431,17.0
694,694,3516,Hassi Berkine Sud,oil and gas,field,Algeria,30.804,8.03,Onshore,https://www.gem.wiki/Hassi_Berkine_Sud_Oil_and_Gas_Field_(Algeria),2016-01,2026-02,490.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,13.0,2.4280317546404127,13.0
697,697,3525,Kumkol North,oil and gas,field,Kazakhstan,46.48972718,65.60162,Onshore,https://www.gem.wiki/Kumkol_North_Oil_and_Gas_Field_(Kazakhstan),2016-01,2026-02,1000.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,8.0,13.0,0.6903350981218872,13.0
704,704,3551,Tamadanet,oil and gas,field,Algeria,28.659,8.931,Onshore,https://www.gem.wiki/Tamadanet_Oil_and_Gas_Field_(Algeria),2016-01,2026-02,1200.0,Onshore conventional vertical drilling,True,7.0,12.0,1.5066593157359731,12.0
714,714,3592,Gialo,oil,field,Libya,28.708565,21.379717,Onshore,https://www.gem.wiki/Gialo_Oil_Field_(Libya),2016-01,2026-02,,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,15.0,0.3182468754136326,15.0
715,715,3596,Jebel,oil and gas,field,Libya,28.632376,19.886873,Onshore,https://www.gem.wiki/Jebel_Oil_and_Gas_Field_(Libya),2016-01,2026-02,,Onshore conventional vertical drilling,True,10.0,15.0,0.5868004272249047,15.0
717,717,3598,Messla,oil,field,Libya,27.988097,22.329551,Onshore,https://www.gem.wiki/Messla_Oil_Field_(Libya),2016-01,2026-02,1000.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,13.0,0.5677955842315738,13.0
720,720,3605,Raguba,oil,field,Libya,29.076552,19.068645,Onshore,https://www.gem.wiki/Raguba_Oil_Field_(Libya),2016-01,2026-02,,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,13.0,15.0,0.737700451855001,15.0
721,721,3606,Sarir,oil and gas,field,Libya,27.6431,22.5231,Onshore,https://www.gem.wiki/Sarir_Oil_and_Gas_Field_(Libya),2016-01,2026-02,2200.0,Onshore conventional vertical drilling,True,13.0,13.0,2.0917847415668205,13.0
722,722,3607,Wadi,oil and gas,field,Libya,28.744,19.615,Onshore,https://www.gem.wiki/Wadi_Oil_and_Gas_Field_(Libya),2016-01,2026-02,1000.0,Onshore conventional vertical drilling,True,5.0,5.0,2.053896085785273,5.0
723,723,3608,Wafa,oil and gas,field,Libya,28.890256,10.025185,Onshore,https://www.gem.wiki/Wafa_Oil_and_Gas_Field_(Libya),2016-01,2026-02,,Onshore directional drilling,True,13.0,13.0,0.3040079226181569,13.0
750,750,3766,Northstar,oil and gas,field,United States,70.50224096,-148.7371429,Offshore,"https://www.gem.wiki/Northstar_Oil_and_Gas_Field_(Alaska,_United_States)",2016-01,2026-02,25.9,Offshore fixed platform production,True,13.0,20.0,1.19961751125502,20.0
754,754,3785,Makori,oil and gas,field,Pakistan,33.2909,71.1996,Onshore,https://www.gem.wiki/Makori_Oil_and_Gas_Field_(Pakistan),2016-01,2026-02,24.5,Onshore conventional vertical drilling,True,13.0,18.0,1.4100452179248106,18.0
756,756,3787,Makori East,oil and gas,field,Pakistan,33.266,71.3094,Onshore,https://www.gem.wiki/Makori_East_Oil_and_Gas_Field_(Pakistan),2016-01,2026-02,24.98,Onshore conventional vertical drilling,True,13.0,25.0,0.1355123322135806,25.0
763,763,3917,Battrum Roseray,oil,pool,Canada,50.537,-108.269,Onshore,"https://www.gem.wiki/Battrum_Roseray_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,100.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,12.0,12.0,0.8369208286864548,12.0
767,767,3949,Buffalo Coulee N Bakken,oil,pool,Canada,51.785,-109.383,Onshore,"https://www.gem.wiki/Buffalo_Coulee_N_Bakken_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.3,Onshore horizontal drilling (shale / tight oil),True,4.0,4.0,1.0291345022923355,4.0
769,769,3957,Cantal Frobisher-Alida,oil,pool,Canada,49.412,-101.923,Onshore,"https://www.gem.wiki/Cantal_Frobisher-Alida_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,25.9,Onshore directional drilling,True,1.0,1.0,2.221800247308693,1.0
772,772,3977,Coleville Bakken,oil,pool,Canada,51.676,-109.237,Onshore,"https://www.gem.wiki/Coleville_Bakken_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,100.0,Onshore hydraulic fracturing (primary technology),True,8.0,8.0,1.3275367870394026,8.0
775,775,3980,Coleville South Bakken,oil,pool,Canada,51.644,-109.182,Onshore,"https://www.gem.wiki/Coleville_South_Bakken_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.3,Onshore conventional vertical drilling,True,7.0,7.0,1.634479205734976,7.0
780,780,4021,Edam East Lloydminster,oil,pool,Canada,53.115,-108.662,Onshore,"https://www.gem.wiki/Edam_East_Lloydminster_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,12.42,Onshore conventional vertical drilling,True,3.0,4.0,1.1278894603715826,4.0
783,783,4031,Elcott East Midale,oil,pool,Canada,49.043,-102.171,Onshore,"https://www.gem.wiki/Elcott_East_Midale_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,4.86,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,6.0,6.0,1.76578957285869,6.0
787,787,4047,Eyehill Cummings/Dina,oil,pool,Canada,52.432,-109.96,Onshore,"https://www.gem.wiki/Eyehill_Cummings/Dina_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,50.0,Onshore conventional vertical drilling,True,1.0,1.0,1.9144993027114523,1.0
794,794,4094,Hartaven Frobisher-Alida,oil,pool,Canada,49.779,-103.12,Onshore,"https://www.gem.wiki/Hartaven_Frobisher-Alida_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,8.0,8.0,2.3976468305083136,8.0
806,806,4140,Lashburn East Waseca,oil,pool,Canada,53.204,-109.394,Onshore,"https://www.gem.wiki/Lashburn_East_Waseca_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.5,Onshore pump-assisted production (pumpjack / ESP / PCP),True,2.0,2.0,1.890325464862327,2.0
815,815,4173,Mantario N Basal Mann,oil,pool,Canada,51.351,-109.757,Onshore,"https://www.gem.wiki/Mantario_N_Basal_Mann_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.36,Onshore conventional vertical drilling,True,10.0,11.0,1.2401706653630464,11.0
825,825,4216,Oungre South Ratcliffe,oil,pool,Canada,49.035,-103.614,Onshore,"https://www.gem.wiki/Oungre_South_Ratcliffe_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.0,Onshore conventional vertical drilling,True,10.0,10.0,2.1334269077752497,10.0
831,831,4231,Plenty Viking,oil,pool,Canada,51.8,-108.729,Onshore,"https://www.gem.wiki/Plenty_Viking_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,12.42,Onshore conventional vertical drilling,True,5.0,5.0,2.969385073767598,5.0
838,838,4251,Roche Percee Bakken,oil,pool,Canada,49.069,-102.798,Onshore,"https://www.gem.wiki/Roche_Percee_Bakken_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,100.0,Onshore horizontal drilling (shale / tight oil),True,5.0,5.0,2.7930805031262618,5.0
850,850,4322,Viewfield E Frobisher,oil,pool,Canada,49.552,-102.989,Onshore,"https://www.gem.wiki/Viewfield_E_Frobisher_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,100.0,Onshore hydraulic fracturing (primary technology),True,7.0,7.0,0.8889732417926822,7.0
856,856,4334,West Kingsford Midale,oil,pool,Canada,49.315,-102.876,Onshore,"https://www.gem.wiki/West_Kingsford_Midale_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,10.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,1.0,1.0,0.847813911869939,1.0
857,857,4339,Weyburn Frobisher,oil,pool,Canada,49.488,-103.672,Onshore,"https://www.gem.wiki/Weyburn_Frobisher_Oil_Pool_(Saskatchewan,_Canada)",2016-01,2026-02,1500.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,1.0,1.0,2.8169956676409194,1.0
863,863,4383,Luda 5-2N,oil,field,China,39.9667,120.7832,Offshore,"https://www.gem.wiki/Luda_5-2N_Oil_Field_(Bohai,_China)",2019-01,2026-02,17.1,Offshore fixed platform production,True,6.0,8.0,2.3287652383570636,22.0
865,865,4394,Luda 4-2,oil,field,China,39.95,120.85,Offshore,"https://www.gem.wiki/Luda_4-2_Oil_Field_(Bohai,_China)",2016-01,2026-02,10.0,Offshore fixed platform production,True,13.0,13.0,2.7211746198874325,13.0
867,867,4448,Maari,oil and gas,field,New Zealand,-39.9694,173.3119,Offshore,https://www.gem.wiki/Maari_Oil_and_Gas_Field_(New_Zealand),2016-01,2022-05,100.0,Offshore fixed platform production,True,11.0,11.0,1.2285687516355748,13.0
871,871,4469,Caddo Pine Island - Aethon,oil and gas,asset,United States,32.68890248,-93.86700144,Onshore,"https://www.gem.wiki/Caddo_Pine_Island_-_Aethon_Oil_and_Gas_Asset_(Louisiana,_United_States)",2016-01,2026-02,404.69,Onshore hydraulic fracturing (primary technology),True,5.0,10.0,1.7386027842676834,10.0
872,872,4481,Lucius (KC875) - Anadarko,oil and gas,asset,United States,26.10225,-92.0615,Offshore,"https://www.gem.wiki/Lucius_(KC875)_-_Anadarko_Oil_and_Gas_Asset_(Federal_offshore,_United_States)",2016-01,2026-02,,Offshore fixed platform production,True,2.0,2.0,1.113752514994389,5.0
873,873,4483,Holstein (GC644) - Anadarko,oil and gas,asset,United States,27.3265,-90.539,Offshore,"https://www.gem.wiki/Holstein_(GC644)_-_Anadarko_Oil_and_Gas_Asset_(Federal_offshore,_United_States)",2016-01,2026-02,,Offshore fixed platform production,True,11.0,11.0,0.4817233237604407,11.0
881,881,4524,DJ Horizontal Niobrara - Bison,oil and gas,asset,United States,40.652082,-104.0780917,Onshore,"https://www.gem.wiki/DJ_Horizontal_Niobrara_-_Bison_Oil_and_Gas_Asset_(Colorado,_United_States)",2016-01,2026-02,40.47,Onshore horizontal drilling (shale / tight oil),True,5.0,5.0,2.2202521541517592,5.0
899,899,4658,Lobster/Oyster (EW873) - Talos,oil and gas,asset,United States,28.089,-90.186,Offshore,"https://www.gem.wiki/Lobster/Oyster_(EW873)_-_Talos_Oil_and_Gas_Asset_(Federal_offshore,_United_States)",2016-01,2026-02,,Offshore subsea tie-back systems,True,8.0,8.0,2.0201103306300183,8.0
914,914,4737,Lake Washington - Hilcorp,oil and gas,asset,United States,29.37284212,-89.79130696,Offshore,"https://www.gem.wiki/Lake_Washington_-_Hilcorp_Oil_and_Gas_Asset_(Louisiana,_United_States)",2016-01,2026-02,81.0,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,5.0,15.0,0.6699671963146341,15.0
915,915,4747,Duck Lake - Hilcorp,oil and gas,asset,United States,29.79517615,-91.31959858,Onshore,"https://www.gem.wiki/Duck_Lake_-_Hilcorp_Oil_and_Gas_Asset_(Louisiana,_United_States)",2016-01,2026-02,40.47,"Enhanced oil recovery (water, gas, or CO₂ injection)",True,1.0,1.0,1.4098901367832546,1.0
916,916,4748,Venice - Hilcorp,oil and gas,asset,United States,29.24629198,-89.409263,Onshore,"https://www.gem.wiki/Venice_-_Hilcorp_Oil_and_Gas_Asset_(Louisiana,_United_States)",2016-01,2026-02,,Onshore conventional vertical drilling,True,9.0,14.0,0.4797155333193296,14.0
918,918,4791,Front Runner (GC339) - Murphy,oil and gas,asset,United States,27.615,-90.443,Offshore,"https://www.gem.wiki/Front_Runner_(GC339)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)",2016-01,2026-02,,Offshore fixed platform production,True,10.0,10.0,1.1460740426896645,10.0
920,920,4804,Medusa (MC582) - Murphy,oil and gas,asset,United States,28.3935,-89.4665,Offshore,"https://www.gem.wiki/Medusa_(MC582)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)",2016-01,2026-02,,Offshore subsea tie-back systems,True,8.0,8.0,1.280765169577318,8.0
921,921,4805,Marmalard (MC300) - Murphy,oil and gas,asset,United States,28.70833333,-88.18933333,Offshore,"https://www.gem.wiki/Marmalard_(MC300)_-_Murphy_Oil_and_Gas_Asset_(Federal_offshore,_United_States)",2016-01,2026-02,,Offshore subsea tie-back systems,True,1.0,1.0,1.7340317057714365,1.0
928,928,4827,Wattenberg - Noble,oil and gas,asset,United States,40.34343597,-104.580949,Onshore,"https://www.gem.wiki/Wattenberg_-_Noble_Oil_and_Gas_Asset_(Colorado,_United_States)",2016-01,2026-02,364.2174,Onshore horizontal drilling (shale / tight oil),True,6.0,26.0,1.343831830498858,26.0
